Id;Name;Description;ServerName;TopicName;Address;Coef;Offset;LogEnabled;AlEnabled;AlBool;MemTag;MbsTcpEnabled;MbsTcpFloat;SnmpEnabled;RTLogEnabled;AlAutoAck;ForceRO;SnmpOID;AutoType;AlHint;AlHigh;AlLow;AlTimeDB;AlLevelDB;IVGroupA;IVGroupB;IVGroupC;IVGroupD;PageId;RTLogWindow;RTLogTimer;LogDB;LogTimer;AlLoLo;AlHiHi;MbsTcpRegister;MbsTcpCoef;MbsTcpOffset;EEN;ETO;ECC;ESU;EAT;ESH;SEN;STO;SSU;TEN;TSU;FEN;FFN;FCO;KPI;UseCustomUnit;Type;Unit;AlStat;ChangeTime;TagValue;TagQuality;AlType
76;7-1-PF;Facteur de puissance;MODBUS;A;30382I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 1 départ 7 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 1 départ 7 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 1 départ 7 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
77;8-1-PF;Facteur de puissance;MODBUS;A;30422I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 1 départ 8 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 1 départ 8 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 1 départ 8 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
78;9-1-PF;Facteur de puissance;MODBUS;A;30462I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 1 départ 9 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 1 départ 9 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 1 départ 9 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
79;2-2-W;;MODBUS;A;30187M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
80;3-2-W;;MODBUS;A;30227M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
81;4-2-W;;MODBUS;A;30267M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
82;5-2-W;;MODBUS;A;30307M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
83;6-2-W;;MODBUS;A;30347M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
84;7-2-W;;MODBUS;A;30387M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
85;8-2-W;;MODBUS;A;30427M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
86;9-2-W;;MODBUS;A;30467M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
87;2-2-PF;Facteur de puissance;MODBUS;A;30190I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 2 départ 2 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 2 départ 2 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 2 départ 2 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
88;3-2-PF;Facteur de puissance;MODBUS;A;30230I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 2 départ 3 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 2 départ 3 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 2 départ 3 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
89;4-2-PF;Facteur de puissance;MODBUS;A;30270I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 2 départ 4 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 2 départ 4 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 2 départ 4 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
90;5-2-PF;Facteur de puissance;MODBUS;A;30310I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 2 départ 5 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 2 départ 5 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 2 départ 5 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
91;6-2-PF;Facteur de puissance;MODBUS;A;30350I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 2 départ 6 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 2 départ 6 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 2 départ 6 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
92;7-2-PF;Facteur de puissance;MODBUS;A;30390I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 2 départ 7 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 2 départ 7 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 2 départ 7 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
93;8-2-PF;Facteur de puissance;MODBUS;A;30430I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 2 départ 8 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 2 départ 8 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 2 départ 8 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
94;9-2-PF;Facteur de puissance;MODBUS;A;30470I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 2 départ 9 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 2 départ 9 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 2 départ 9 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
95;2-2-THD;;MODBUS;A;30191W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
96;3-2-THD;;MODBUS;A;30231W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
97;4-2-THD;;MODBUS;A;30271W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
98;5-2-THD;;MODBUS;A;30311W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
99;6-2-THD;;MODBUS;A;30351W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
100;7-2-THD;;MODBUS;A;30391W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
101;8-2-THD;;MODBUS;A;30431W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
102;9-2-THD;;MODBUS;A;30471W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
103;2-3-W;;MODBUS;A;30195M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
104;3-3-W;;MODBUS;A;30235M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
105;4-3-W;;MODBUS;A;30275M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
106;5-3-W;;MODBUS;A;30315M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
107;6-3-W;;MODBUS;A;30355M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
108;7-3-W;;MODBUS;A;30395M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
109;8-3-W;;MODBUS;A;30435M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
110;9-3-W;;MODBUS;A;30475M;1.000000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kW;0;01/01/1970 01:00;0;24;0
111;2-3-PF;Facteur de puissance;MODBUS;A;30198I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 3 départ 2 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 3 départ 2 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 3 départ 2 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
112;4-3-PF;Facteur de puissance;MODBUS;A;30278I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 3 départ 4 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 3 départ 4 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 3 départ 4 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
113;5-3-PF;Facteur de puissance;MODBUS;A;30318I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 3 départ 5 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 3 départ 5 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 3 départ 5 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
114;6-3-PF;Facteur de puissance;MODBUS;A;30358I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 3 départ 6 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 3 départ 6 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 3 départ 6 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
115;7-3-PF;Facteur de puissance;MODBUS;A;30398I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 3 départ 7 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 3 départ 7 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 3 départ 7 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
116;8-3-PF;Facteur de puissance;MODBUS;A;30438I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 3 départ 8 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 3 départ 8 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 3 départ 8 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
117;9-3-PF;Facteur de puissance;MODBUS;A;30478I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 3 départ 9 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 3 départ 9 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 3 départ 9 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
118;2-3-THD;;MODBUS;A;30199W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
119;3-3-THD;;MODBUS;A;30239W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
120;4-3-THD;;MODBUS;A;30279W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
121;5-3-THD;;MODBUS;A;30319W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
122;6-3-THD;;MODBUS;A;30359W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
123;7-3-THD;;MODBUS;A;30399W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
124;8-3-THD;;MODBUS;A;30439W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
125;9-3-THD;;MODBUS;A;30479W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
126;SUM_W_3;Index EA tri;MODBUS;A;38037E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kWh;0;01/01/1970 01:00;0;24;0
127;SUM_W_4;Index EA tri;MODBUS;A;38055E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kWh;0;01/01/1970 01:00;0;24;0
128;SUM_W_5;Index EA tri;MODBUS;A;38073E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kWh;0;01/01/1970 01:00;0;24;0
129;SUM_W_6;Index EA tri;MODBUS;A;38091E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kWh;0;01/01/1970 01:00;0;24;0
130;SUM_W_7;Index EA tri;MODBUS;A;38109E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kWh;0;01/01/1970 01:00;0;24;0
131;SUM_W_8;Index EA tri;MODBUS;A;38127E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kWh;0;01/01/1970 01:00;0;24;0
132;SUM_W_9;Index EA tri;MODBUS;A;38145E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kWh;0;01/01/1970 01:00;0;24;0
133;SUM_VAR_3;Index Eq tri;MODBUS;A;38043E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVarh;0;01/01/1970 01:00;0;24;0
134;SUM_VAR_4;Index Eq tri;MODBUS;A;38061E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVarh;0;01/01/1970 01:00;0;24;0
135;SUM_VAR_5;Index Eq tri;MODBUS;A;38079E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVarh;0;01/01/1970 01:00;0;24;0
136;SUM_VAR_6;Index Eq tri;MODBUS;A;38097E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVarh;0;01/01/1970 01:00;0;24;0
137;SUM_VAR_7;Index Eq tri;MODBUS;A;38115E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;1;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVarh;0;01/01/1970 01:00;0;24;0
138;SUM_VAR_8;Index Eq tri;MODBUS;A;38133E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;1;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVarh;0;01/01/1970 01:00;0;24;0
139;SUM_VAR_9;Index Eq tri;MODBUS;A;38151E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;1;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVarh;0;01/01/1970 01:00;0;24;0
140;SUM_VA_3;Index Es tri;MODBUS;A;38049E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVA;0;01/01/1970 01:00;0;24;0
141;SUM_VA_4;Index Es tri;MODBUS;A;38067E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVA;0;01/01/1970 01:00;0;24;0
142;SUM_VA_5;Index Es tri;MODBUS;A;38085E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVA;0;01/01/1970 01:00;0;24;0
143;SUM_VA_6;Index Es tri;MODBUS;A;38103E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVA;0;01/01/1970 01:00;0;24;0
144;SUM_VA_7;Index Es tri;MODBUS;A;38121E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVA;0;01/01/1970 01:00;0;24;0
145;SUM_VA_8;Index Es tri;MODBUS;A;38139E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVA;0;01/01/1970 01:00;0;24;0
146;SUM_VA_9;Index Es tri;MODBUS;A;38157E;0.100000;0.000000;1;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;1;0;6;600;10;-1.000000;600;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;3;kVA;0;01/01/1970 01:00;0;24;0
147;DDS;Contact DDS;EWON;;DI1;1.000000;0.000000;1;1;1;0;0;0;0;0;1;0;1;0;passage de defaut (contact);0.000000;0.000000;0;0.000000;0;0;0;0;7;600;10;-1.000000;0;;;1;1.000000;0.000000;8;xxx@xxx.fr;;passage de defaut (contact);;0;8;"0000000000,gsm,0;";passage de defaut (contact);0;;0;;;0;0;0;;0;15/12/2020 16:23;0;65472;0
148;EXTRACTEUR;;EWON;;DO1;1.000000;0.000000;0;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;0;0;7;600;10;-1.000000;0;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;0;;0;15/12/2020 16:23;1;65472;0
